round,step,elapsed_sec,selected_agent,obs_1,obs_2,ai_macro_action,ai_macro_name,ai_primitive_action,human_action,human_action_label,reward,done,info
1,82,20.534,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,83,20.785,1,"[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,84,21.035,1,"[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,85,21.285,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-51.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,86,21.536,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,87,21.787,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,88,22.037,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,89,22.288,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,90,22.538,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,91,22.788,1,"[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,92,23.039,1,"[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.4, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,93,23.289,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-51.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,94,23.54,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.4, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,1,DOWN,-1.0,False,"{""cur_mac"": [0, 1], ""mac_done"": [true, true], ""collision"": []}"
1,95,23.79,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,96,24.04,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,97,24.292,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,98,24.542,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,99,24.792,1,"[0.4, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,100,25.042,1,"[0.6, 0.6, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,101,25.293,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.2, 0.4, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,2,LEFT,-51.0,False,"{""cur_mac"": [1, 2], ""mac_done"": [true, true], ""collision"": []}"
1,102,25.543,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,103,25.795,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,104,26.044,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,105,26.295,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.2, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,1,DOWN,-1.0,False,"{""cur_mac"": [0, 1], ""mac_done"": [true, true], ""collision"": []}"
1,106,26.545,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,107,26.795,1,"[0.4, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.6, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,108,27.046,1,"[0.6, 0.6, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, 0.0, 0.0, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.6, 0.4, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,2,4,STAY,-1.0,False,"{""cur_mac"": [2, 4], ""mac_done"": [true, true], ""collision"": []}"
1,109,27.297,1,"[0.6, 0.4, 1.0, 0.0, 1.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]",6,deliver 1,1,4,STAY,-51.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
1,110,27.547,1,"[0.6, 0.4, 1.0, 0.0, 0.0, 0.4, 0.2, 0.0, 1.0, -0.2, 0.4, 1.0, -0.2, 0.0, 0.0, -0.4, 0.4, 0.0, -0.2, 0.4, 1.0, -0.6, 0.2, 0.0, 0.2, 0.0]","[0.6, 0.6, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]",3,get plate 1,0,1,DOWN,-1.0,False,"{""cur_mac"": [0, 1], ""mac_done"": [true, true], ""collision"": []}"
1,111,27.798,1,"[0.6, 0.6, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, -0.2, 0.2, 1.0, -0.2, -0.2, 0.0, -0.4, 0.2, 0.0, -0.2, 0.2, 1.0, -0.6, 0.0, 0.0, 0.2, -0.2]","[0.4, 0.6, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,3,4,STAY,-1.0,False,"{""cur_mac"": [3, 4], ""mac_done"": [true, true], ""collision"": []}"
1,112,28.048,1,"[0.4, 0.6, 1.0, 0.0, 0.0, 0.6, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, -0.2, 0.2, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]","[0.2, 0.6, 1.0, 0.0, 0.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,3,0,RIGHT,-1.0,False,"{""cur_mac"": [3, 0], ""mac_done"": [true, true], ""collision"": []}"
1,113,28.298,1,"[0.2, 0.6, 1.0, 0.0, 0.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.2, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,0,4,STAY,-1.0,False,"{""cur_mac"": [0, 4], ""mac_done"": [true, true], ""collision"": []}"
1,114,28.548,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,115,28.798,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,116,29.049,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,117,29.3,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,118,29.55,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,119,29.801,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,120,30.051,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,4,STAY,-1.0,False,"{""cur_mac"": [4, 4], ""mac_done"": [true, true], ""collision"": []}"
1,121,30.301,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.4, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]",6,deliver 1,4,2,LEFT,-1.0,False,"{""cur_mac"": [4, 2], ""mac_done"": [true, true], ""collision"": []}"
1,122,30.551,1,"[0.2, 0.6, 1.0, 0.0, 1.0, 0.6, 0.2, 0.0, 1.0, 0.2, 0.2, 1.0, 0.2, -0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 1.0, -0.2, 0.0, 0.0, 0.6, -0.2]","[0.4, 0.6, 1.0, 0.0, 1.0, 0.6, 0.2, 0.0, 1.0, 0.0, 0.2, 1.0, 0.0, -0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 1.0, -0.4, 0.0, 0.0, 0.4, -0.2]",6,deliver 1,1,4,STAY,-1.0,False,"{""cur_mac"": [1, 4], ""mac_done"": [true, true], ""collision"": []}"
